row_num,country,year,disease_name,country_pop,incidence_rate_pct,prevalence_rate_pct,mortality_rate_per_100_people_pct,population_affected,pop_affected_male,pop_affected_female,ages_0_18_pct,ages_19_35_pct,ages_36_60_pct,ages_61_plus_pct,pop_affected_urban_pct,pop_affected_rural_pct,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,recovery_rate_pct,dalys,improvement_in_5_years_pct,average_annual_treatment_cost_usd,availability_of_vaccines_treatment,composite_health_index,per_capita_income_usd,education_index,urbanization_rate_pct
9004.0,United Kingdom,2000.0,Tuberculosis,58892514.0,0.04,0.32,0.1165,23557.0,13687.0,9870.0,19.0,25.0,30.0,26.0,80.0,20.0,80.95,3.35,7.2,Medication,77.12,1.66,,1497.0,Medium,75.9,28200.68,0.8,80.0
9005.0,Russia,2001.0,Measles,145976482.0,3.41,4.6,0.0938,4977798.0,2454054.0,2523744.0,53.0,20.0,8.0,19.0,73.0,27.0,63.45,2.29,4.71,Medication,82.65,38.07,,29.0,Medium,59.33,2113.38,0.77,73.1
9006.0,Canada,2012.0,COVID-19,34713395.0,2.49,2.63,0.1077,864364.0,453791.0,410573.0,11.0,25.0,34.0,30.0,79.0,21.0,87.95,2.62,7.21,Medication,83.5,30.44,-7.78,4102.0,,84.28,52354.83,0.89,79.0
9007.0,China,2021.0,Polio,1412360000.0,0.01,0.0,0.0412,106302.0,54746.0,51556.0,39.0,20.0,10.0,31.0,59.0,41.0,68.83,1.75,3.61,Vaccination,84.48,0.0,-27.39,11.0,Medium,64.91,12492.98,0.69,59.1
9008.0,South Korea,2003.0,Parkinson's Disease,47892330.0,,,,,,,,,,,,,69.93,5.0,11.42,Medication,69.75,0.0,,10332.0,Medium,71.9,15332.21,0.81,78.5
9009.0,Nigeria,2011.0,Hypertension,171379598.0,0.84,16.54,0.1459,1439589.0,787455.0,652134.0,7.0,9.0,37.0,47.0,44.0,56.0,49.74,0.42,1.47,Medication,64.51,71.24,-20.91,13.0,Medium,48.87,2444.03,0.43,44.3
9010.0,Turkey,2024.0,Alzheimer's Disease,85518661.0,,,,,,,,,,,,,74.26,1.16,4.13,Medication,65.48,0.0,-13.72,13385.0,Low,69.88,12813.64,0.79,77.0
9011.0,Mexico,2014.0,COVID-19,119784261.0,4.49,6.36,0.1463,5378313.0,2915046.0,2463267.0,17.0,25.0,30.0,28.0,77.0,23.0,66.11,2.13,4.4,Medication,76.83,44.1,-13.93,756.0,,64.27,11391.38,0.67,77.2
9012.0,Argentina,2012.0,Hypertension,42161721.0,1.76,24.36,0.0556,742046.0,394026.0,348020.0,4.0,8.0,35.0,53.0,91.0,9.0,66.67,1.17,3.81,Medication,76.91,110.75,44.49,180.0,Medium,60.82,13790.49,0.84,90.6
9013.0,Germany,2009.0,Ebola,81902307.0,0.01,0.0,0.3202,4154.0,2073.0,2081.0,5.0,23.0,41.0,31.0,76.0,24.0,83.06,4.68,10.24,Therapy,51.61,0.0,69.68,22745.0,,77.91,42994.86,0.93,76.2
9014.0,Russia,2007.0,HIV/AIDS,142805114.0,0.09,0.64,0.3171,128525.0,71717.0,56808.0,12.0,30.0,35.0,23.0,74.0,26.0,66.29,2.43,3.54,Medication,64.54,3.61,25.56,820.0,Medium,61.2,9122.96,0.81,73.6
9015.0,Australia,2014.0,Diabetes,23475686.0,0.88,14.48,0.022,206586.0,108664.0,97922.0,1.0,15.0,44.0,40.0,85.0,15.0,87.61,2.68,4.7,Medication,80.57,59.17,44.65,2444.0,High,84.06,62047.65,0.91,85.4
9016.0,Germany,2017.0,Leprosy,82657002.0,0.0,0.0,,857.0,523.0,334.0,3.0,17.0,47.0,32.0,77.0,23.0,85.21,4.32,6.87,Medication,90.55,0.0,0.29,13598.0,Medium,80.51,45281.72,0.94,77.2
9017.0,USA,2023.0,Tuberculosis,336806231.0,0.1,0.64,0.045,336806.0,207809.0,128997.0,13.0,25.0,35.0,26.0,83.0,17.0,81.3,3.04,7.45,Medication,83.1,3.29,-22.65,8108.0,High,74.03,80706.05,0.91,82.9
9018.0,India,2019.0,Measles,1389030312.0,0.61,0.9,0.0329,8473085.0,4609358.0,3863727.0,54.0,21.0,8.0,17.0,34.0,66.0,64.64,0.18,0.4,Medication,85.91,8.23,28.2,10.0,High,61.1,2055.25,0.53,34.2
9019.0,Saudi Arabia,2008.0,Measles,23287877.0,4.8,6.6,0.0702,1117818.0,574558.0,543260.0,47.0,20.0,8.0,25.0,81.0,19.0,68.9,1.48,1.25,Medication,92.91,64.7,-21.32,210.0,High,69.25,22320.49,0.64,81.0
9020.0,Mexico,2014.0,Cholera,119784261.0,0.0,0.0,0.117,1834.0,992.0,842.0,27.0,30.0,25.0,18.0,77.0,23.0,66.11,1.42,1.88,Medication,86.33,0.0,-18.29,138.0,Medium,64.27,11391.38,0.67,77.2
9021.0,Canada,2009.0,Dengue,33630069.0,0.0,0.0,0.0626,1131.0,573.0,558.0,27.0,35.0,28.0,10.0,79.0,21.0,86.53,3.25,2.51,Medication,100.0,0.0,55.71,1418.0,Medium,82.45,40693.38,0.87,78.5
9022.0,South Africa,2018.0,Dengue,58613001.0,0.0,0.0,0.0963,1841.0,1007.0,834.0,31.0,35.0,25.0,9.0,65.0,35.0,62.68,2.22,2.81,Medication,79.05,0.0,-4.08,171.0,Medium,55.0,6914.18,0.75,64.8
9023.0,United Kingdom,2022.0,HIV/AIDS,67604000.0,0.17,1.03,0.1399,114927.0,63440.0,51487.0,4.0,30.0,35.0,32.0,83.0,17.0,81.97,3.73,7.97,Medication,83.95,4.18,-0.25,3500.0,Medium,76.09,45674.3,0.94,82.9
9024.0,India,2022.0,Asthma,1425423212.0,0.8,10.97,0.0038,11403386.0,5507835.0,5895551.0,29.0,26.0,25.0,20.0,35.0,65.0,64.97,0.75,0.53,Medication,84.18,54.0,-9.04,70.0,Medium,59.38,2405.26,0.57,35.4
9025.0,United Kingdom,2004.0,COVID-19,59987905.0,1.64,1.68,0.1384,983802.0,507642.0,476160.0,13.0,25.0,30.0,32.0,81.0,19.0,82.75,3.56,8.8,Medication,81.57,16.19,,3800.0,,78.3,40246.22,0.85,80.5
9026.0,Brazil,2021.0,Influenza,209550294.0,9.72,11.71,0.064,20368289.0,10876666.0,9491623.0,26.0,24.0,30.0,20.0,86.0,14.0,69.37,1.91,4.55,Vaccination,89.09,124.97,-3.54,531.0,High,60.33,7972.54,0.71,86.3
9027.0,Indonesia,2020.0,Malaria,274814866.0,17.06,24.47,0.0854,46883416.0,25973412.0,20910004.0,36.0,29.0,25.0,10.0,55.0,45.0,67.08,0.42,0.99,Medication,82.91,187.25,-46.76,262.0,Low,61.42,3853.7,0.67,55.0
9028.0,Indonesia,2024.0,Diabetes,283487931.0,0.9,9.22,0.1278,2551391.0,1400714.0,1150677.0,5.0,14.0,40.0,41.0,57.0,43.0,70.96,0.56,0.73,Medication,76.89,47.36,-8.46,330.0,Medium,63.43,4876.31,0.67,57.0
9029.0,China,2023.0,Tuberculosis,1410710000.0,0.12,1.01,0.0591,1692852.0,1047875.0,644977.0,18.0,25.0,30.0,27.0,61.0,39.0,71.73,2.19,2.28,Medication,78.59,5.36,-32.2,459.0,Medium,66.82,12508.77,0.69,61.3
9030.0,South Korea,2012.0,Zika,50199853.0,0.0,0.0,0.0058,546.0,267.0,279.0,26.0,30.0,10.0,34.0,80.0,20.0,77.61,2.7,12.07,Medication,100.0,0.0,14.58,882.0,,75.91,26922.48,0.86,80.0
9031.0,South Africa,2019.0,Hepatitis,59587885.0,0.39,3.72,0.1687,232393.0,148034.0,84359.0,6.0,14.0,35.0,44.0,65.0,35.0,63.57,1.32,1.14,Medication,66.01,20.11,22.79,59.0,High,55.57,6533.71,0.77,65.2
9032.0,Japan,2014.0,Hypertension,127276000.0,1.73,19.93,0.0149,2201875.0,1151581.0,1050294.0,1.0,6.0,42.0,52.0,92.0,8.0,90.48,3.98,4.78,Medication,89.66,97.01,-15.58,2266.0,High,85.52,38411.83,0.85,91.6
9033.0,Germany,2012.0,Measles,80425823.0,1.11,1.58,0.0,892727.0,448149.0,444578.0,44.0,18.0,14.0,23.0,77.0,23.0,83.33,4.72,8.35,Vaccination,99.1,11.0,2.96,970.0,High,78.13,44464.37,0.94,76.6
9034.0,Nigeria,2019.0,Tuberculosis,209485641.0,0.29,1.92,0.1012,607508.0,388805.0,218703.0,24.0,26.0,32.0,18.0,50.0,50.0,57.99,0.19,0.84,Medication,68.03,8.25,4.1,60.0,Medium,53.47,2265.15,0.52,50.3
9035.0,China,2011.0,Cholera,1345035000.0,0.0,0.0,0.1198,52291.0,27871.0,24420.0,26.0,30.0,25.0,19.0,48.0,52.0,59.8,1.35,1.09,Medication,84.37,0.0,-10.77,129.0,Medium,63.06,5551.58,0.59,48.1
9036.0,Nigeria,2001.0,Asthma,129862595.0,0.17,2.37,0.0675,220766.0,104643.0,116123.0,31.0,27.0,26.0,16.0,37.0,63.0,37.55,0.68,0.9,Medication,74.15,10.59,,29.0,Medium,41.61,570.07,0.39,36.8
9037.0,Saudi Arabia,2022.0,Parkinson's Disease,32175224.0,,,,,,,,,,,,,81.54,2.47,4.72,Therapy,76.33,0.0,-20.71,16895.0,Low,75.96,34454.06,0.8,84.5
9038.0,China,2023.0,Influenza,1410710000.0,2.11,2.46,0.0464,29765981.0,15716438.0,14049543.0,23.0,25.0,30.0,22.0,61.0,39.0,71.73,1.18,4.29,Medication,92.23,20.46,-37.58,31.0,High,66.82,12508.77,0.69,61.3
9039.0,Saudi Arabia,2019.0,Parkinson's Disease,30063799.0,,,,,,,,,,,,,79.72,2.41,3.38,Therapy,74.46,0.0,1.89,14723.0,Low,75.71,27518.46,0.78,83.8
9040.0,South Korea,2004.0,Malaria,48082519.0,0.0,0.0,0.0804,1433.0,761.0,672.0,37.0,30.0,25.0,8.0,79.0,21.0,71.21,3.43,8.49,Medication,88.69,0.0,,907.0,High,72.94,17245.99,0.82,78.7
9041.0,Brazil,2004.0,Zika,182675143.0,0.0,0.0,0.0495,2817.0,1442.0,1375.0,28.0,31.0,10.0,31.0,82.0,18.0,59.92,2.35,4.59,Vaccination,87.54,0.0,,32.0,,59.08,3663.82,0.58,82.0
9042.0,China,2014.0,Cholera,1371860000.0,0.0,0.0,0.1043,29010.0,15752.0,13258.0,25.0,30.0,25.0,20.0,51.0,49.0,62.57,2.37,3.59,Medication,85.48,0.0,44.1,136.0,Medium,63.73,7547.54,0.62,51.4
9043.0,Mexico,2022.0,Alzheimer's Disease,128613117.0,,,,,,,,,,,,,70.66,2.13,2.99,Therapy,61.68,0.0,25.67,7476.0,Low,64.4,11402.14,0.71,79.6
9044.0,South Africa,2002.0,Measles,48019415.0,0.71,0.75,0.0986,340938.0,174901.0,166037.0,54.0,21.0,8.0,17.0,59.0,41.0,50.42,2.12,3.07,Medication,78.08,8.51,,31.0,Medium,48.37,2688.24,0.65,58.8
9045.0,Nigeria,2013.0,Dengue,181049443.0,0.01,0.0,0.1625,12446.0,6534.0,5912.0,35.0,36.0,27.0,2.0,46.0,54.0,52.22,0.77,0.3,Medication,75.68,0.0,32.82,45.0,Low,50.39,2876.54,0.45,45.8
9046.0,Brazil,2014.0,Ebola,200085127.0,0.0,0.0,0.726,3716.0,1958.0,1758.0,12.0,25.0,35.0,28.0,84.0,16.0,68.39,1.99,4.28,Therapy,41.07,0.0,50.38,4650.0,Medium,63.35,12274.99,0.67,84.5
9047.0,South Africa,2019.0,Dengue,59587885.0,0.0,0.0,0.1083,2869.0,1529.0,1340.0,31.0,34.0,25.0,9.0,65.0,35.0,63.57,1.11,2.87,Medication,77.27,0.0,-8.29,174.0,Medium,55.57,6533.71,0.77,65.2
9048.0,Italy,2023.0,Parkinson's Disease,58993475.0,,,,,,,,,,,,,79.81,3.77,6.72,Therapy,78.6,0.0,-7.08,23514.0,Medium,73.08,38671.64,0.82,70.5
9049.0,Japan,2006.0,Alzheimer's Disease,127854000.0,,,,,,,,,,,,,89.39,4.29,11.36,Therapy,62.75,0.0,-40.77,19960.0,Medium,84.01,35951.26,0.83,91.2
9050.0,Nigeria,2003.0,COVID-19,137202644.0,4.96,5.72,0.2991,6805251.0,3742888.0,3062363.0,21.0,27.0,31.0,21.0,38.0,62.0,39.84,0.26,0.48,Medication,63.69,47.55,,103.0,None,42.85,764.65,0.39,38.3
9051.0,United Kingdom,2009.0,Cancer,62276270.0,0.14,2.46,0.1796,87187.0,43332.0,43855.0,2.0,10.0,35.0,53.0,81.0,19.0,82.86,3.28,6.92,Medication,64.12,10.66,52.71,23057.0,Medium,78.01,38600.44,0.89,81.2
9052.0,Nigeria,2002.0,Malaria,133471989.0,13.23,19.16,0.1591,17658344.0,9553164.0,8105180.0,41.0,32.0,26.0,1.0,38.0,62.0,38.58,0.67,0.53,Medication,67.66,186.85,,10.0,Low,42.07,714.65,0.39,37.5
9053.0,USA,2004.0,Diabetes,292805298.0,0.45,5.2,0.1146,1317624.0,664082.0,653542.0,3.0,15.0,43.0,39.0,80.0,20.0,83.06,2.58,11.77,Medication,77.28,22.84,,2225.0,High,77.33,41727.36,0.87,79.7
9054.0,France,2016.0,HIV/AIDS,66724104.0,0.07,0.67,0.0741,46707.0,26016.0,20691.0,5.0,30.0,39.0,26.0,79.0,21.0,83.16,4.69,5.0,Medication,76.79,2.72,40.4,3194.0,High,77.34,36729.02,0.81,79.4
9055.0,United Kingdom,2013.0,Dengue,64139000.0,0.0,0.0,0.0115,507.0,256.0,251.0,26.0,35.0,25.0,14.0,82.0,18.0,83.64,4.61,9.2,Medication,99.87,0.0,-18.81,1246.0,Low,78.98,43250.19,0.92,81.7
9056.0,Turkey,2003.0,Asthma,67831730.0,0.7,9.12,0.0451,474822.0,216519.0,258303.0,29.0,26.0,25.0,21.0,66.0,34.0,57.37,1.67,4.81,Medication,86.95,39.94,,253.0,High,60.66,4637.88,0.53,66.5
9057.0,Japan,2017.0,Rabies,126972000.0,0.01,0.01,0.3417,12697.0,8393.0,4304.0,8.0,22.0,42.0,27.0,92.0,8.0,91.03,2.66,2.31,Medication,24.95,0.15,-15.75,1955.0,Medium,86.32,38805.72,0.85,91.7
9058.0,Indonesia,2019.0,Malaria,272489381.0,21.38,21.45,0.1083,58258230.0,32857642.0,25400588.0,36.0,29.0,25.0,9.0,54.0,46.0,68.34,0.46,1.47,Medication,82.55,218.77,-19.98,233.0,Low,63.28,4106.95,0.66,54.4
9059.0,Canada,2019.0,Measles,37618495.0,1.34,1.68,0.0026,504088.0,259605.0,244483.0,44.0,20.0,13.0,23.0,80.0,20.0,89.62,3.84,9.35,Medication,100.0,14.48,-8.88,1384.0,High,86.27,46151.13,0.9,80.2
9060.0,South Korea,2015.0,Polio,51014947.0,0.01,0.0,0.0,3747.0,1956.0,1791.0,40.0,20.0,10.0,30.0,81.0,19.0,81.25,4.97,5.65,Vaccination,87.48,0.0,76.94,391.0,Medium,78.75,30190.16,0.86,80.6
9061.0,India,2016.0,Leprosy,1343944296.0,0.07,0.62,,940761.0,605850.0,334911.0,14.0,21.0,40.0,24.0,33.0,67.0,61.61,0.75,0.37,Medication,77.99,2.37,25.21,1607.0,Medium,60.06,1704.38,0.53,33.1
9062.0,Mexico,2008.0,Hepatitis,110374288.0,0.48,3.82,0.1357,529797.0,326885.0,202912.0,8.0,15.0,35.0,42.0,75.0,25.0,60.73,1.92,3.02,Medication,68.4,18.72,-38.22,34.0,High,61.57,10523.77,0.63,75.4
9063.0,Germany,2017.0,HIV/AIDS,82657002.0,0.18,1.68,0.1624,148783.0,81384.0,67399.0,3.0,27.0,42.0,27.0,77.0,23.0,85.21,4.09,8.55,Medication,78.62,8.21,-1.89,2652.0,High,80.51,45281.72,0.94,77.2
9064.0,Nigeria,2004.0,Zika,141057045.0,0.0,0.0,0.0,6892.0,3412.0,3480.0,31.0,32.0,11.0,26.0,39.0,61.0,41.11,0.36,0.72,Vaccination,78.57,0.0,,33.0,None,43.65,966.89,0.41,39.0
9065.0,Canada,2018.0,Zika,37072620.0,0.0,0.0,0.0,1786.0,857.0,929.0,20.0,30.0,15.0,36.0,80.0,20.0,89.35,3.89,7.66,Vaccination,100.0,0.0,-32.86,1329.0,Medium,85.94,46260.89,0.9,80.1
9066.0,Argentina,2008.0,Ebola,40424148.0,0.0,0.0,0.5334,1897.0,950.0,947.0,13.0,25.0,35.0,27.0,90.0,10.0,64.25,1.26,2.04,Medication,47.12,0.0,4.53,3514.0,,59.19,9045.2,0.8,90.0
9067.0,Germany,2004.0,Measles,82516260.0,2.77,3.96,0.0216,2285700.0,1115422.0,1170278.0,47.0,19.0,13.0,22.0,76.0,24.0,82.6,4.53,10.9,Medication,97.21,33.89,,745.0,Medium,77.59,34745.08,0.92,75.5
9068.0,Australia,2010.0,Cancer,22031750.0,0.22,3.68,0.1422,48470.0,24477.0,23993.0,2.0,10.0,39.0,50.0,85.0,15.0,87.3,2.81,2.33,Medication,63.84,15.27,-38.66,18668.0,Medium,83.63,58769.06,0.9,85.0
9069.0,USA,2009.0,HIV/AIDS,306771529.0,0.21,1.27,0.1854,644220.0,351100.0,293120.0,7.0,30.0,38.0,25.0,81.0,19.0,82.01,4.02,3.4,Medication,77.76,7.56,18.45,2482.0,High,75.53,47003.13,0.89,80.5
9070.0,Russia,2005.0,Alzheimer's Disease,143518814.0,,,,,,,,,,,,,65.37,2.49,2.87,Therapy,53.19,0.0,24.46,5571.0,Low,60.61,5335.45,0.8,73.4
9071.0,Germany,2011.0,Cancer,80274983.0,0.79,10.34,0.1254,634172.0,316452.0,317720.0,1.0,8.0,41.0,50.0,76.0,24.0,83.46,4.67,9.99,Surgery,65.6,52.64,-32.64,20218.0,High,78.37,47303.11,0.94,76.4
9072.0,India,2007.0,COVID-19,1190676021.0,2.16,2.26,0.2571,25718602.0,14299543.0,11419059.0,20.0,27.0,30.0,23.0,30.0,70.0,49.62,0.61,0.66,Medication,67.44,24.36,-3.17,86.0,None,52.91,995.0,0.44,29.7
9073.0,India,2012.0,Dengue,1278674502.0,5.17,5.39,0.0709,66107472.0,35169175.0,30938297.0,35.0,36.0,25.0,4.0,32.0,68.0,56.76,0.36,0.83,Medication,81.99,45.8,15.06,9.0,Low,57.55,1455.32,0.49,31.6
9074.0,India,2010.0,HIV/AIDS,1243481564.0,0.98,8.46,0.3482,12186119.0,7080135.0,5105984.0,15.0,32.0,35.0,19.0,31.0,69.0,54.1,0.66,1.12,Medication,63.93,41.69,-4.06,13.0,Medium,55.97,1342.7,0.46,30.8
9075.0,Nigeria,2006.0,Zika,149077334.0,0.0,0.0,0.0,2879.0,1463.0,1416.0,30.0,32.0,11.0,27.0,41.0,59.0,43.8,0.63,0.85,Medication,79.84,0.0,-41.16,33.0,None,45.46,1583.77,0.42,40.5
9076.0,Japan,2016.0,HIV/AIDS,127076000.0,0.13,1.29,0.0819,165199.0,92346.0,72853.0,3.0,27.0,42.0,27.0,92.0,8.0,90.96,4.18,2.98,Medication,79.92,4.97,29.0,2497.0,High,86.21,39349.48,0.85,91.6
9077.0,South Africa,2005.0,Alzheimer's Disease,49490033.0,,,,,,,,,,,,,52.76,1.54,4.51,Medication,48.53,0.0,45.33,1578.0,Low,49.65,5836.88,0.67,59.9
9078.0,South Korea,2011.0,Ebola,49936638.0,0.0,0.0,0.3378,2119.0,1093.0,1026.0,11.0,25.0,35.0,29.0,80.0,20.0,76.88,4.66,11.97,Therapy,49.57,0.0,-28.78,20235.0,,75.63,26606.27,0.86,79.9
9079.0,Turkey,2009.0,Measles,72039206.0,2.62,3.14,0.0511,1887427.0,972025.0,915402.0,53.0,20.0,8.0,19.0,69.0,31.0,62.6,2.03,3.15,Medication,91.75,27.41,63.95,76.0,High,63.9,8960.06,0.58,69.5
9080.0,South Africa,2006.0,Parkinson's Disease,49998277.0,,,,,,,,,,,,,53.73,1.08,1.68,Medication,58.71,0.0,-21.4,2789.0,Low,50.33,6077.38,0.67,60.3
9081.0,Japan,2019.0,HIV/AIDS,126633000.0,0.25,1.51,0.0914,316583.0,179503.0,137080.0,2.0,27.0,43.0,28.0,92.0,8.0,91.38,3.46,9.48,Medication,79.78,8.88,1.58,3038.0,High,86.83,40394.77,0.85,91.8
9082.0,India,2024.0,HIV/AIDS,1450935791.0,0.37,3.39,0.3073,5368462.0,3237183.0,2131279.0,14.0,31.0,35.0,21.0,36.0,64.0,67.17,0.28,1.51,Medication,69.24,16.13,-3.94,27.0,Medium,60.33,2486.51,0.57,36.0
9083.0,USA,2018.0,Alzheimer's Disease,328529577.0,,,,,,,,,,,,,83.84,4.08,10.27,Therapy,63.2,0.0,-18.83,47013.0,Medium,77.83,61650.84,0.91,82.1
9084.0,Indonesia,2007.0,Diabetes,237062337.0,0.83,9.54,0.1362,1967617.0,1038902.0,928715.0,8.0,15.0,40.0,37.0,47.0,53.0,55.38,0.33,1.36,Medication,68.52,48.9,-7.14,136.0,Medium,55.82,1941.23,0.57,46.6
9085.0,Argentina,2003.0,Zika,38424282.0,0.0,0.0,0.0324,398.0,189.0,209.0,29.0,31.0,10.0,31.0,89.0,11.0,62.0,1.16,3.62,Medication,90.25,0.0,,33.0,,58.24,3655.09,0.78,89.4
9086.0,France,2009.0,Influenza,64706436.0,10.75,14.96,0.0797,6955942.0,3422323.0,3533619.0,22.0,25.0,33.0,20.0,78.0,22.0,81.86,2.63,3.38,Vaccination,96.07,100.04,83.87,109.0,High,76.01,41421.07,0.78,78.4
9087.0,Nigeria,2002.0,Zika,133471989.0,0.01,0.0,0.0307,9169.0,4548.0,4621.0,31.0,32.0,11.0,26.0,38.0,62.0,38.58,0.15,1.04,Vaccination,76.78,0.0,,32.0,,42.07,714.65,0.39,37.5
9088.0,Mexico,2011.0,Parkinson's Disease,115243504.0,,,,,,,,,,,,,63.02,1.7,3.25,Medication,64.66,0.0,-25.39,5637.0,Low,62.49,10664.49,0.65,76.3
9089.0,Nigeria,2001.0,COVID-19,129862595.0,3.49,3.72,0.2988,4532205.0,2479116.0,2053089.0,21.0,27.0,31.0,21.0,37.0,63.0,37.55,0.23,0.76,Medication,62.0,37.02,,104.0,,41.61,570.07,0.39,36.8
9090.0,India,2012.0,Cholera,1278674502.0,3.98,5.76,0.1153,50891245.0,27939294.0,22951951.0,30.0,31.0,25.0,14.0,32.0,68.0,56.76,0.53,0.47,Medication,77.8,54.24,35.61,44.0,Low,57.55,1455.32,0.49,31.6
9091.0,Nigeria,2019.0,Asthma,209485641.0,0.74,7.62,0.0088,1550194.0,754944.0,795250.0,29.0,26.0,27.0,18.0,50.0,50.0,57.99,0.32,1.27,Medication,82.22,37.45,15.98,60.0,Medium,53.47,2265.15,0.52,50.3
9092.0,China,2001.0,COVID-19,1271850000.0,2.22,2.36,0.2071,28235070.0,14964587.0,13270483.0,18.0,25.0,30.0,27.0,37.0,63.0,47.51,1.62,4.11,Medication,72.87,23.24,,590.0,None,56.38,1047.45,0.48,37.1
9093.0,Japan,2005.0,Hepatitis,127773000.0,0.1,0.94,0.0485,127773.0,76025.0,51748.0,2.0,14.0,40.0,45.0,91.0,9.0,88.92,2.75,4.71,Medication,80.71,4.03,18.2,1130.0,High,83.34,37771.41,0.83,91.2
9094.0,Nigeria,2015.0,Measles,190671878.0,1.76,2.53,0.0333,3355825.0,1798722.0,1557103.0,55.0,21.0,10.0,15.0,47.0,53.0,53.96,0.29,0.48,Medication,78.66,19.47,75.05,9.0,High,51.27,2622.04,0.48,47.3
9095.0,Canada,2005.0,Dengue,32242732.0,0.01,0.0,0.0521,2050.0,1019.0,1031.0,28.0,35.0,28.0,10.0,78.0,22.0,84.68,4.85,11.28,Medication,98.57,0.0,48.42,1290.0,Medium,80.06,36174.44,0.87,77.9
9096.0,United Kingdom,2016.0,Rabies,65607000.0,0.0,0.0,0.4583,2747.0,1810.0,937.0,10.0,25.0,35.0,30.0,82.0,18.0,84.11,4.07,4.82,Medication,23.89,0.08,7.72,2355.0,Low,79.54,40809.98,0.92,82.1
9097.0,Canada,2017.0,Cholera,36545075.0,0.0,0.0,0.0275,1058.0,562.0,496.0,20.0,30.0,30.0,21.0,80.0,20.0,89.22,4.59,6.08,Medication,93.4,0.0,-43.44,3457.0,Medium,85.81,44806.66,0.9,79.9
9098.0,Brazil,2024.0,HIV/AIDS,211998573.0,0.23,1.3,0.3149,487597.0,292071.0,195526.0,10.0,29.0,35.0,26.0,87.0,13.0,72.69,1.78,2.42,Medication,71.78,6.62,5.77,176.0,Medium,62.7,10377.59,0.71,87.0
9099.0,South Korea,2013.0,Diabetes,50428893.0,0.62,6.6,0.1095,312659.0,165397.0,147262.0,5.0,15.0,40.0,40.0,80.0,20.0,79.03,4.03,6.92,Medication,79.05,30.0,16.91,2259.0,High,77.15,28652.61,0.86,80.2
9100.0,Saudi Arabia,2020.0,Hypertension,31552510.0,1.01,14.76,0.0686,318680.0,174318.0,144362.0,1.0,8.0,35.0,56.0,84.0,16.0,79.42,2.38,1.88,Medication,81.84,77.83,-43.12,2498.0,High,74.59,23692.89,0.8,84.0
9101.0,Nigeria,2014.0,Leprosy,185896915.0,0.0,0.0,,2381.0,1529.0,852.0,15.0,21.0,42.0,22.0,47.0,53.0,52.66,0.7,1.09,Medication,69.66,0.0,-11.76,2448.0,Low,50.43,3095.24,0.46,46.5
9102.0,Germany,2005.0,Zika,82469422.0,0.0,0.0,0.0145,3441.0,1665.0,1776.0,22.0,29.0,15.0,35.0,76.0,24.0,83.01,4.51,3.14,Vaccination,98.9,0.0,-8.8,773.0,,78.11,35265.19,0.92,75.7
9103.0,Australia,2013.0,Parkinson's Disease,23128129.0,,,,,,,,,,,,,87.79,4.79,6.47,Therapy,75.42,0.0,-19.8,16775.0,Medium,84.31,66447.48,0.9,85.3
9104.0,Brazil,2006.0,Zika,186653106.0,0.01,0.0,0.0582,14568.0,7240.0,7328.0,28.0,31.0,10.0,31.0,82.0,18.0,61.36,1.9,4.5,Vaccination,88.48,0.0,-7.25,35.0,,59.58,5934.15,0.59,82.5
9105.0,Russia,2011.0,Ebola,143018195.0,0.01,0.0,0.6236,7567.0,3806.0,3761.0,11.0,25.0,35.0,29.0,74.0,26.0,67.68,1.65,3.54,Therapy,46.31,0.0,-1.13,6538.0,,61.95,14203.48,0.82,73.9
9106.0,South Korea,2011.0,Measles,49936638.0,0.32,0.38,0.0142,159797.0,80538.0,79259.0,51.0,20.0,8.0,21.0,80.0,20.0,76.88,4.8,11.11,Vaccination,100.0,2.75,-46.08,801.0,High,75.63,26606.27,0.86,79.9
9107.0,South Africa,2007.0,Zika,50528584.0,0.0,0.0,0.0437,2045.0,1025.0,1020.0,28.0,30.0,10.0,32.0,61.0,39.0,54.93,1.64,2.59,Vaccination,81.84,0.0,-12.98,34.0,,51.34,6591.86,0.68,60.7
9108.0,South Africa,2004.0,Rabies,48991421.0,0.01,0.01,1.0483,4899.0,3277.0,1622.0,18.0,26.0,35.0,21.0,60.0,40.0,51.94,1.66,4.32,Medication,14.91,0.2,,62.0,Medium,49.16,5221.46,0.67,59.5
9109.0,Italy,2019.0,Leprosy,59729081.0,0.0,0.0,,927.0,570.0,357.0,2.0,17.0,48.0,33.0,70.0,30.0,82.94,2.99,11.37,Medication,92.45,0.0,22.23,12582.0,Medium,76.9,33587.26,0.81,69.9
9110.0,Turkey,2008.0,Influenza,71051678.0,5.35,7.65,0.0225,3801265.0,1919639.0,1881626.0,28.0,25.0,30.0,17.0,69.0,31.0,61.45,1.75,4.02,Medication,91.49,58.89,-20.65,35.0,High,63.01,10766.12,0.56,69.0
9111.0,USA,2017.0,Polio,326608609.0,0.0,0.0,0.0534,4160.0,2101.0,2059.0,35.0,20.0,15.0,31.0,82.0,18.0,83.6,3.42,2.33,Vaccination,89.9,0.0,-0.56,542.0,Medium,77.52,59036.2,0.91,81.9
